title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price
Le gourmet,"DAUMIER, HONORÉ VICTORIN",French,Genre,Sculpture,,,,"Swanstrom, Rune",Dealer,"Schmidt, Benno",Collector,"120 East End Ave., New York, NY, USA","40.774252,-73.945267",1963-05-05,1963-09-09,500,3500
Head of a Girl,"DERAIN, ANDRÉ",French,Genre,Painting,12.333333333333334,10.5,129.5,Roebel and Reinhardt Galleries,Dealer,"Hillman Periodicals, Inc.",Collector,"1476 Broadway, New York, NY, USA","40.755959,-73.986284",1928-04-04,1941-12-04,300,500
Portrait of Mrs Abigail Gardner,"COPLEY, JOHN SINGLETON",American,Portrait,Painting,50,40,2000,"Weitzner, Julius H.",Dealer,"Brooklyn, NY, USA.  Brooklyn Museum of Art",Museum,"Eastern Parkway, Brooklyn, NY, USA","40.672937,-73.968924",1963-07-07,1965-07-07,7900,45000
The lobsterman,"WYETH, NEWELL CONVERS",American,Genre,Painting,23.25,47.5,1104.375,"Old Print Shop, The",Dealer,"Berls, Amanda K.",Collector,"453 Franklin D. Roosevelt Dr., New York, NY, USA","40.719451,-74.010292",1963-09-09,1966-02-02,2100,7650
Composition,"HARTUNG, HANS (1904)",German,Abstract,Painting,43.5,71,3088.5,"Hartung, Hans",Artist,"Pantz, Hubert von, Mrs.",Collector,"417 Park Ave., New York, NY, USA","40.760197,-73.971785",1963-10-10,1964-06-11,11000,18000
"Bab el Quad, Alger","MARQUET, ALBERT",French,Landscape,Painting,21.5,28.75,618.125,Knoedler's,Dealer,"Laughlin, Alexander Mellon",Collector,"71 E. 71st St., New York, NY, USA","40.770626,-73.965233",1963-11-11,1965-02-06,14230,18000
Miss Eleanor Gordon,"STUART, GILBERT",American,Portrait,Painting,50,40,2000,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1964-01-13,1966-07-07,5750,14025
Isle of Shoals,"HASSAM, CHILDE",American,Landscape,Painting,34,36,1224,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1964-01-13,1966-01-13,2500,9410
Landscape & Cattle; Landscape and cattle,"MARCKE DE LUMMEN, EMILE VAN",French,Landscape; Animals,Painting,31.5,27,850.5,American Art Association,Dealer,"Lewisohn, Adolph",Collector,"9 W. 57th St., New York, NY, USA","40.763142,-73.974131",1903-03-03,1903-03-03,6700,7370
Family group,"MOORE, HENRY",British,Genre,Sculpture,,,,Marlborough-Gerson Gallery,Dealer,Marlborough-Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1964-01-13,1964-11-11,7500,11250
Avant le reception,"ALVAREZ CATALA, LUIS",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Hilton, Henry",Collector,"630 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1876-12-12,1876-12-12,4165,2000
"The Chesapeake and Shannon Action June 1st 1813 with cannon ball powder sack and photograph of old Coull, the helmsman of the ""Shannon"" with an affidavit signed by the Town Clerk of Montrose as to the authenticity of these relics","HUGGINS, WILLIAM JOHN",British,History,Painting,30,43.25,1297.5,Parker Gallery,Dealer,"Thorpe, Russell",Collector,"578 Madison Ave., New York. NY, USA","40.761852,-73.972806",1929-08-08,1930-02-07,260,3800
Madonna & child,"MOORE, HENRY",British,History,Sculpture,,,,Knoedler's,Dealer,"Marcuse, John, Mrs.",Collector,"25 E. 86th St. Apt. A-C, New York, NY, USA","40.781245,-73.959746",1964-07-06,1966-01-13,7000,11000
Bombardier R.H.A. 1848,"FERNELEY, JOHN E.",British,Genre,Painting,20,25,500,"Betts, A.L.",Dealer,"Pyne, Grafton",Collector,"16 E. 65th St., New York, NY, USA","40.767561,-73.969607",1929-08-08,1929-11-05,47.05,600
Une abonnée au skating rink,"JACQUET, GUSTAVE JEAN",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Tooker, Gabriel Mead",Collector,"19 Lafayette Place, New York, NY, USA","40.730689,-73.990414",1876-12-12,1877-01-13,1500,500
An old story,"GRIMSHAW, JOHN ATKINSON",British,Genre,Painting,28,22,616,Knoedler's,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1964-10-10,1972-01-13,217.5,2400
American Cup Race 1876,"MORAN, EDWARD",American,Genre,Painting,31,50,1550,"Astor, Brooke Russell",Collector,The Links Club,Collector,"36 E. 62nd St., New York, NY, USA","40.770574,-73.982147",1964-11-11,1965-08-08,200,2500
"The Guidecca Canal, Venice","GUARDI, FRANCESCO",Italian,Landscape,Painting,13.5,21,283.5,Agnew's,Dealer,City Bank-Farmers Trust Company,Collector,"22 William St., New York, NY, USA","40.705458,-74.009892",1929-08-08,1949-01-03,2200,16500
Verre et pichet,"PICASSO, PABLO",Spanish,Still Life,Painting,13,16,208,"Stralem, Donald Sigmund",Collector,"Mosler, Edward H., Jr.",Collector,"Mosler Safe Co. 320 Park Ave., New York, NY, USA","40.754055,-73.976278",1964-12-12,1965-05-12,6500,27000
Capriccio,"GUARDI, FRANCESCO",Italian,Genre,Painting,6.5,9.25,60.125,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1965-04-04,1968-12-12,10000,1665.2173913043478
Iris,"RODIN, AUGUSTE",French,Genre,Sculpture,,,,Galerie Claude Bernard,Dealer,Charles E. Slatkin Galleries,Collector,"115 E. 92nd St., New York, NY, USA","40.783992,-73.954416",1965-06-06,1967-01-13,16000,18000
Madonna and child with two standing saints,GIOVANNI DI PAOLO DI GRAZIA,Italian,History,Painting,,,,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1965-06-06,1966-09-09,26665,51666
Vue de Vence,"OUDOT, ROLAND",French,Landscape,Painting,26,36.25,942.5,"Weil, (André), Galerie",Dealer,"Laughlin, Alexander Mellon",Collector,"71 E. 71st St., New York, NY, USA","40.770626,-73.965233",1965-06-06,1965-12-12,1330,2800
Lady Jane Huntington,"SARGENT, JOHN SINGER",American,Portrait,Painting,93.25,51.25,4779.0625,"Weitzner, Julius H.",Dealer,"Brooklyn, NY, USA.  Brooklyn Museum of Art",Museum,"Eastern Parkway, Brooklyn, NY, USA","40.672937,-73.968924",1965-12-01,1968-04-04,3500,32725
Batteuse de beurre,"BOUCHARD, PIERRE FRANÇOIS",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Hilton, Henry",Collector,"630 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1876-12-12,1876-12-12,1500,500
Deauville-La sortie des Six Metres,"DUFY, RAOUL",French,Landscape,Painting,14,34,476,Knoedler's,Dealer,"Astor, Brooke Russell",Collector,"Searborough Rd, Briar Cliff Manar., New York, NY, USA","40.711363,-73.996781",1965-07-07,1966-06-06,27985,42000
Le montage du cirque,"DEMONCHY, ANDRÉ",French,Genre,Painting,25.5,31.75,809.625,Knoedler's,Dealer,"Brown, Tate",Collector,"39 E. 79th St., New York, NY, USA","40.77632,-73.962125",1965-08-08,1966-07-07,57.142857142857146,400
Chateau de Montblanc,"OUDOT, ROLAND",French,Landscape,Painting,28.75,45.5,1308.125,"Weil, (André), Galerie",Dealer,"Astor, John Jacob (VI)",Collector,"998 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1966-01-13,1966-07-07,500,3500
Mrs. Alice Barker,"BEECHEY, WILLIAM",British,Portrait,Painting,11.875,9.875,117.265625,Christie's,Dealer,"Strong, W.E., Mrs.",Collector,"960 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1929-08-08,1929-12-01,315,3750
Arabesque sur sa jambe droit,"DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Sculpture,,,,Knoedler's,Dealer,"Liebowitz, Shirley",Collector,"785 Fifth Ave., New York, NY, USA","40.764068,-73.973999",1966-01-13,1966-02-02,18000,25000
Robert Alcock Barker,"BEECHEY, WILLIAM",British,Portrait,Painting,11.875,9.875,117.265625,Christie's,Dealer,"Strong, W.E., Mrs.",Collector,"960 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1929-08-08,1929-12-10,315,3750
The blackberry briar,"WYETH, NEWELL CONVERS",American,Genre,Painting,,,,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1966-03-03,1966-07-07,12500,22850
Französischer Cuirassier,"HÜNTEN, EMIL",French,Genre,Painting,,,,"Conzen, Leopold",Dealer,"Muller, F.",Collector,"58 W. 23rd St., New York, NY, USA","40.740527,-73.987544",1876-11-04,1876-12-12,300,225
"Interior of barber shop in Richmond, Va.","CROWE, EYRE",British,Genre,Painting,8,10.75,86,"Byron, Percy, Mrs.",Collector,The Links Club,Collector,"36 E. 62nd St. attn. Mr. Snowden, New York, NY, USA","40.765324,-73.969938",1966-03-03,1967-05-05,400,800
Dragoner Vedette,"HÜNTEN, EMIL",French,Genre,Painting,,,,"Conzen, Leopold",Dealer,"Muller, F.",Collector,"58 W. 23rd St., New York, NY, USA","40.740527,-73.987544",1876-11-02,1876-12-12,300,225
Carving 1935,"MOORE, HENRY",British,Abstract,Sculpture,,,,Parke-Bernet Galleries,Dealer,Marlborough-Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1966-04-04,1969-06-06,4750,6775
Threepiece carving,"MOORE, HENRY",British,Abstract,Sculpture,,,,Parke-Bernet Galleries,Dealer,Marlborough-Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1966-04-04,1969-06-06,6500,7650
Collection of 84 sculptural objects,"COOPER, BERAIE [UNIDENTIFIED]",Unknown,,Sculpture,,,,Feingarten Galleries,Dealer,Coe Kerr Galleries,Dealer,"168 E. 68th St., New York, NY, USA","40.76758,-73.963726",1966-05-05,1969-07-07,9000,5000
"Coney Island, Saturday night","MARSH, REGINALD",American,Genre,Painting,36,48,1728,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1966-05-05,1968-04-04,10000,14425
Stringed figure,"MOORE, HENRY",British,Genre,Sculpture,,,,Marlborough-Gerson Gallery,Dealer,James Goodman Gallery,Dealer,"55 East 86th St., New York, NY, USA","40.780841,-73.95863",1966-06-06,1968-02-02,4530,6000
Knabenkopf,"EPP, RUDOLF",German,Genre,Painting,,,,"Conzen, Leopold",Dealer,"Boyd, James S., Mrs.",Collector,"20 W. 38th St., New York, NY, USA","40.751148,-73.983217",1876-11-12,1877-01-13,400,200
Le Pecheur,"SEURAT, GEORGES PIERRE",French,Genre,Painting,6.375,9.75,62.15625,"Bignou, (Étienne), Galerie",Dealer,"Wetmore, Edith Malvina",Collector,"1 Beekman Place, New York, NY, USA","40.752798,-73.965199",1929-08-08,1937-04-06,4000,4000
"Paris, les boulevards","RAFFAËLLI, JEAN FRANÇOIS",French,Landscape,Painting,21,29,609,Jacques Dubourg Galerie,Dealer,"Beinecke, Frederick William",Collector,"330 Madison Ave., New York, NY, USA","40.753481,-73.978783",1966-08-12,1967-04-04,12250,22500
The fugitive slave,"HOUSTON, A.",American,Genre,Painting,33,60,1980,"Weitzner, Julius H.",Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1966-09-09,1972-01-13,390,700
La Confidence,"PALMAROLI GONZÁLEZ, VICENTE",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Butler, Theron R.",Collector,"433 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1876-11-05,1877-01-13,6150,1054.04
Five standing nudes,"DAVIES, ARTHUR BOWEN",American,Genre,Painting,29.5,15,442.5,Paul Kantor Gallery,Dealer,James Goodman Gallery,Dealer,"55 E. 86th St., New York, NY, USA","40.780841,-73.95863",1967-04-04,1968-11-11,2000,4500
Landscape with volcano,"CHURCH, FREDERIC EDWIN",American,Landscape,Painting,16.5,23,379.5,Paul Kantor Gallery,Dealer,James Goodman Gallery,Dealer,"55 E. 86th St., New York, NY, USA","40.780841,-73.95863",1967-04-04,1968-11-11,2500,6500
Fondamenta Nuove,"GUARDI, FRANCESCO",Italian,Landscape,Painting,20.5,30.5,625.25,Trotti et Cie,Dealer,"Dodge, Murray Witherbee",Collector,"60 Cedar St./823 Park Ave., New York, NY, USA","40.708519,-74.010399",1929-09-09,1930-01-04,154500,12500
Woman with fan,"ZADKINE, OSSIP",Russian,Genre,Sculpture,,,,Galerie Claude Bernard,Dealer,James Goodman Gallery,Dealer,"55 E. 86th St., New York, NY, USA","40.780841,-73.95863",1967-09-09,1968-08-08,5500,7000
Windsor Gray,"MUNNINGS, ALFRED JAMES",British,Genre,Painting,23,31,713,Knoedler's,Dealer,"Houghton, Hollister Douglas",Collector,"715 Fifth Ave., New York, NY, USA","40.764511,-73.973754",1967-10-10,1967-11-08,7000,9500
Three standing figures,"MOORE, HENRY",British,Genre,Sculpture,,,,Galerie Athénée A.G.,Dealer,"Jane Wade, Ltd.",Dealer,"45 E. 66th St., New York, NY, USA","40.767967,-73.968215",1968-01-13,1968-10-10,25300,50000
View of the Piave,"ZUCCARELLI, FRANCESCO",Italian,Landscape,Painting,32.75,44.5,1457.375,Carminati,Collector,"Gardner, Samuel",Collector,"Central Park West, New York, NY, USA","40.768436,-73.981648",1929-09-09,1934-11-04,1095,1200
View of the Piave,"ZUCCARELLI, FRANCESCO",Italian,Landscape,Painting,32.75,44.5,1457.375,Carminati,Collector,"Gardner, Samuel",Collector,"Central Park West, New York, NY, USA","40.768436,-73.981648",1929-09-09,1934-11-04,1095,1200
Toreador,"MANET, EDOUARD",French,Genre,Painting,,,,"Moser, Maria",Collector; Dealer,"Cullman, Edgar M.",Collector,"605 Third Ave., New York, NY, USA","40.748982,-73.975684",1968-04-04,1969-05-05,40000,50000
Small maquette No.2 for Reclining Figure,"MOORE, HENRY",British,Genre,Sculpture,,,,James Goodman Gallery,Dealer,James Goodman Gallery,Dealer,"55 E. 86th St., New York, NY, USA","40.780841,-73.95863",1968-05-05,1968-11-11,4000,6000
Strawberries,"BONNARD, PIERRE",French,Still Life,Painting,12,17,204,"Reid, (Alex), and Lefevre, Ltd.",Dealer,Grace Borgenicht Art Gallery,Dealer,"1018 Madison Ave., New York, NY, USA","40.775922,-73.962551",1968-09-09,1972-01-13,72500,65000
Hand,"RODIN, AUGUSTE",French,Genre,Sculpture,,,,Feingarten Galleries,Dealer,James Goodman Gallery,Dealer,"55 E. 86th St., New York, NY, USA","40.780841,-73.95863",1968-11-11,1969-01-13,1500,1300
Music party - Teniers and his family,"TENIERS, DAVID (THE YOUNGER)",Flemish,Portrait,Painting,13.75,16.5,226.875,"Wisselingh, (E.J. van), and Co.",Dealer,"Mont, (Frederick), Inc.",Dealer,"465 Park Ave., New York, NY, USA","40.761799,-73.97056",1969-06-06,1969-07-07,16500,32000
An Italian Coast,"LACROIX, CHARLES FRANÇOIS",French,Landscape,Painting,24.75,19.25,476.4375,"Wisselingh, (E.J. van), and Co.",Dealer,"Mont, (Frederick), Inc.",Dealer,"465 Park Ave., New York, NY, USA","40.761799,-73.97056",1969-06-06,1969-07-07,6875,10000
Zinnias,"GOGH, VINCENT VAN",Dutch,Still Life,Painting,,,,Wildenstein,Dealer,Wildenstein,Dealer,"19 E. 64th St., New York, NY, USA","40.766989,-73.969853",1969-07-07,1970-08-08,137500,150000
Standing woman,"DEKOONING, WILLEM",American,Genre,Painting,48,38,1824,Martha Jackson Gallery,Dealer,Martha Jackson Gallery,Dealer,"32 E. 69th St., New York, NY, USA","40.769692,-73.966723",1969-08-08,1969-10-10,38500,50000
"""Arabs""","SCHREYER, CHRISTIAN ADOLF",German,Genre,Painting,,,,Pilgeram and Lefevre,Dealer,"Wolfe, Catharine Lorillard",Collector,"13 Madison Ave., New York, NY, USA","40.741577,-73.987413",1876-10-10,1876-12-12,400,3000
Roses,"FANTIN-LATOUR, HENRI",French,Still Life,Painting,,,,Wildenstein,Dealer,Wildenstein,Dealer,"19 E. 64th St., New York, NY, USA","40.766989,-73.969853",1969-10-10,1970-05-05,35000,57250
"[""Blindman's bluff"" title info frome Sales Book 3, 874-1879, f. 142]",,Unknown,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Marcy, Eratus Edgerton",Collector,"Fifth Ave., New York, NY, USA","40.76457,-73.973636",1876-10-10,1877-01-13,350,150
"[""The pet bird"" title info frome Sales Book 3, 874-1879, f. 135]",,Unknown,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Marcy, Eratus Edgerton",Collector,"Fifth Ave., New York, NY, USA","40.76457,-73.973636",1876-10-10,1877-01-13,350,150
Serpentine,"MATISSE, HENRI",French,Genre,Sculpture,,,,"Sandblom, Philip",Collector,"Hirshhorn, Joseph Herman",Collector,"135 E. 65th St., New York, NY, USA","40.766086,-73.965869",1970-08-08,1970-11-11,42400,65000
Family group,"MOORE, HENRY",British,Genre,Sculpture,,,,Marlborough-Gerson Gallery,Dealer,Marlborough-Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1970-12-12,1972-01-13,15620,131.4
"[""An excellent wine"" title info frome Sales Book 3, 874-1879, f. 135]","GRÜTZNER, EDUARD VON",German,Genre,Painting,,,,"Fleischmann, E.A. Fine Art Gallery",Dealer,"Bertschmann, E., Mrs.",Collector,"East 25th St., New York, NY, USA","40.74079,-73.983812",1876-10-10,1877-01-13,225,135
Virgin & Child enthroned,"GOSSAERT, JAN",Netherlandish,History,Painting,13.25,9.75,129.1875,Colnaghi's,Dealer,"Ryan, Clendenin James Jr.",Collector,"32 E. 70th St., New York, NY, USA","40.770478,-73.966387",1929-10-10,1939-04-10,1764.7058823529412,16000
Landscape,"DERAIN, ANDRÉ",French,Landscape,Painting,9.25,14,129.5,"Guillaume, Paul",Dealer,"Passedoit, Georgette",Collector,"22 E. 60th St., New York, NY, USA","40.764116,-73.97093",1929-10-10,1933-02-12,25600,1000
Hyacinths,"LAGLENNE, JEAN FRANCIS",French,Still Life,Painting,24,18,432,Bernheim-Jeune,Dealer,"Burke, Stevenson",Collector,"109 E. 55th St., New York, NY, USA","40.760206,-73.971353",1929-11-11,1943-09-02,90,200
"[Untitled] [No title info from Sales Book 3, 1874-1879, f.141]","VOLTZ, FRIEDRICH",German,,Painting,,,,"Fleischmann, E.A. Fine Art Gallery",Dealer,"Mathews, Daniel A.",Dealer,"W. Kurtz's Gallery [E. 23rd St.], New York, NY, USA","40.740916,-73.988087",1876-10-10,1877-01-13,900,401.08
Liseuse au Parc,"MADRAZO Y KUNTZ, FEDERICO DE",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Smith, Charles Stewart",Collector,"25 W. 47th St., New York, NY, USA","40.757054,-73.979127",1876-09-09,1877-01-13,6165,2000
le Duo,"VIRY, PAUL ALPHONSE",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Hilton, Henry",Collector,"630 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1876-09-09,1876-12-12,2750,850
The little smokers,"HINTZE, JOHANN FERDINAND JULIUS",German,Genre,Painting,,,,"Wimmer & Co., Galleries",Dealer,"Ives, Brayton C.",Collector,"203 W. 44th St., New York, NY, USA","40.757904,-73.987152",1876-09-09,1876-12-12,175,150
Rothkäppchen,"BOSCH, ERNST",German,Genre,Painting,,,,Honrath & Van Baerle,Dealer,"Mathews, Daniel A.",Dealer,"W. Kurtz's Gallery [E. 23rd St.], New York, NY, USA","40.740916,-73.988087",1876-05-05,1877-01-13,750,441
"[""Mother's Birthday"" title info from Sales Book 3, 1874-1879, f. 142]","SIMONETTI, ATTILIO",Italian,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Raynor, James A.",Collector,"15 W. 36th St., New York, NY, USA","40.749929,-73.98411",1876-05-05,1877-01-13,9145,3000
Visite au musée,"VIBERT, JEHAN GEORGES",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Raynor, James A.",Collector,"15 W. 36th St., New York, NY, USA","40.749929,-73.98411",1876-05-05,1877-01-13,4500,1500
Fleurs des montagnes,"FIRMIN-GIRARD, MARIE-FRANÇOIS",French,Still Life,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Raynor, James A.",Collector,"15 W. 36th St., New York, NY, USA","40.749929,-73.98411",1876-05-05,1877-01-13,3500,1200
La source,"AUBERT, JEAN",French,Genre,Painting,,,,"McLean, Thomas",Dealer,"Lawrence, Frank R.",Collector,"22 E. 22nd St., New York, NY, USA","40.740368,-73.989149",1876-05-05,1877-01-13,130,1300
Paysage,"KUWASSEG, CHARLES EUPHRASIE",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Zimmermann, William",Collector,"93 Park Place, Brooklyn, NY, USA","40.678666,-73.97552",1876-05-05,1877-01-13,250,100
Paysage,"KUWASSEG, CHARLES EUPHRASIE",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Zimmermann, William",Collector,"93 Park Place, Brooklyn, NY, USA","40.678666,-73.97552",1876-05-05,1877-01-13,250,100
Bord de Rivière,"LAMBINET, EMILE CHARLES",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Mathews, Daniel A.",Dealer,"W. Kurtz's Gallery [E. 23rd St.], New York, NY, USA","40.740916,-73.988087",1876-04-04,1877-01-13,1500,494.09
À la cour de Séville,,Unknown,Landscape,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Kane, I. Greenville",Collector,"39 W. 21st St., New York, NY, USA","40.740853,-73.991427",1876-04-04,1876-05-05,5200,1750
Vintage small,"ENGEL, JOHANN FRIEDRICH",German,Genre,Painting,,,,"Engel, Johann Friedrich",Artist,"Lockwood, Frederick M.",Collector,"512 Madison Ave., New York, NY, USA","40.75974,-73.974223",1876-03-08,1876-06-06,257,137.05
After Prayer,"ENGEL, JOHANN FRIEDRICH",German,Genre,Painting,,,,"Engel, Johann Friedrich",Artist,"Lockwood, Frederick M.",Collector,"512 Madison Ave., New York, NY, USA","40.75974,-73.974223",1876-03-07,1876-04-04,257,137.05
À la fenêtre,"EGUSQUIZA, ROGELIO",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Hilton, Henry",Collector,"630 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1876-03-05,1876-12-12,365,350
Vue de Venise,"EGUSQUIZA, ROGELIO",Spanish,Landscape,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Hilton, Henry",Collector,"630 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1876-03-04,1876-12-12,945,500
